title,text,rating,id,language,reviewer,location,cons,pros,url,datetime,reviewer_employee_type,job_work_and_life_balance_rating,compensation_and_benefits_rating,job_security_and_advancement_rating,management_rating,job_culture_rating
a lot of silo for cross-functional project,"slow-paced
unclear strategies
not much innovation recent years
top-down decisions and less autonomy for product/scrum team
good pay and benefit
data driven and massive ab test 

",4,1gmv0fh13gbvm802,en,Senior Product Manager,"Amsterdam, SK",slow-paced,good pay and benefit,https://indeed.com/cmp/Booking.com/reviews/a-lot-of-silo-for-cross-functional-project?id=b1ac74e5402a22ff,2023-01-16T00:00:00,Current Employee,5,5,5,3,3
It was a goodplace to work,Booking.com was a great place to work. The enviroment was very friendly and the work culture excellent. Management hear employees and the ideas and feedback were heard and implemented in most of the cases. Unfortunately the company closed the call centers in the United States. ,3,1gmh0ug42k2m6800,en,Customer Service Specialist,"Orlando, FL",,,https://indeed.com/cmp/Booking.com/reviews/it-was-a-goodplace-to-work?id=e4f86a0207897485,2023-01-11T00:00:00,Former Employee,0,0,0,0,0
Was a great place until new CEO arrived,"This company was great to work for until the CEO and company decided to outsource their customer service. The company was once inclusive, and they cared about their bottom line. But now it seems its just dollar signs, and they will cut you if they can find a cheaper option elsewhere.",1,1gmgsl4dvghrr801,en,Guest Specialist,"Grand Rapids, MI","Job security, you are expendable",Inclusive,https://indeed.com/cmp/Booking.com/reviews/was-a-great-place-until-new-ceo-arrived?id=b1b33bbd6eace668,2023-01-11T00:00:00,Former Employee,5,5,1,3,3
Booking yeah indeed,"excellent cadre de travail
ambiance internationale
outils de travail dernière génération
travail la semaine, la fête le vendredi 
",5,1gl8k004jj9gl800,fr,Conseiller clientèle,Tourcoing (59),,,https://indeed.com/cmp/Booking.com/reviews/booking-yeah-indeed?id=d16829a363155eb0,2022-12-26T00:00:00,Former Employee,5,5,5,5,5
4 stars,"What is the best part of working at the company?
The culture, their learning tools provided and quality and the opportunities for growth. 

What is the most stressful part about working at the company?
No stress in this job.  We were always provided with help on how to deal on stressfull situations at all times.

What is the work environment and culture like at the company?
Work enviroment was very friendly, diverse.  I got to work with different nationalities and cultures and this made the job very joyful and interesting.

What is a typical day like for you at the company?
Typical day would involve taking calls to serviceo our clients and occassional meetings.",4,1gkm423j6k7qs802,en,Bilingual Partner Specialist,"Orlando, FL",,,https://indeed.com/cmp/Booking.com/reviews/4-stars?id=3a91a1142e47a189,2022-12-19T00:00:00,Former Employee,0,0,0,0,0
Productive and fun work place,"Booking is a great work place. You need to be able to adapt to change. The people that work at Booking are friendly, helpful and resilient. Booking offers great benefits package.",5,1gklfrk1ijrph802,en,Customer Service Representative,"Orlando, FL",If you’re not able to adapt to change you my find it challenging.,"Co-workers, Management and Culture. Besides all the benefits.",https://indeed.com/cmp/Booking.com/reviews/productive-and-fun-work-place?id=9756b6ecdd00123a,2022-12-19T00:00:00,Former Employee,5,4,4,5,5
Poor management ,"It was great before they were sold to an external company. Great environment (amazing colleagues, diversity, team work). No opportunity for growth now, bad management (this means difficulties in having PTO, constant errors in schedules and payrolls) ",3,1gk9ue5nuj9gl800,en,Senior Partner Specialist,"Barcelona, Barcelona provincia",,,https://indeed.com/cmp/Booking.com/reviews/poor-management?id=b2299778be39a872,2022-12-14T00:00:00,Current Employee,0,0,0,0,0
Customers complaining non stop,"The only reason people call booking.com is to complain. If you have mental issues, don’t bother applying 

Especially is you work nights, the call are non stop",1,1gjl68ov9i9b5800,en,Customer Service Advisor,"London, Greater London",,,https://indeed.com/cmp/Booking.com/reviews/customers-complaining-non-stop?id=3a19f8c47bece00a,2022-12-06T00:00:00,Former Employee,0,0,0,0,0
Great work/life balance,"Great work/life balance.
Decent pay and good annual leaves.
Free lunch
The pay as a sale advisor is not enough even with bonuses. 
Management can be better.",4,1gjji5gcc2fec004,en,Customer Sales Advisor,Manchester,Boring sometimes,Free lunch / flexibility,https://indeed.com/cmp/Booking.com/reviews/great-work-life-balance?id=c3d0931d6ab41951,2022-12-06T00:00:00,Current Employee,5,3,5,3,4
Fun Environment & Love the culture,"My colleagues are supportive, always positive and willingly provide guidance. The company encourage the employees to continue learning and be open to feedbacks.",4,1gj6ivunal0em802,en,Customer Service Specialist,MBFC,Fast paced & front facing role have to deal with difficult customers.,"Free Lunch, Pretty Office View",https://indeed.com/cmp/Booking.com/reviews/fun-environment-love-the-culture?id=aa64d72cd369d523,2022-12-01T00:00:00,Former Employee,4,4,4,4,4
Good place to work ,Great company with a lot of benefits. They do care their employees both mentally and physically. Booking.com is one of the best companies in my career life ,5,1gil3mcddi47n800,en,Reporting Analyst,"Netherland, FL",,,https://indeed.com/cmp/Booking.com/reviews/good-place-to-work?id=19a17c5ffac1284a,2022-11-24T00:00:00,Former Employee,0,0,0,0,0
Pleasant working environment,"The employees of the company are treated equally. Pleasant working environment, trust employees, no pressure. Improve employee growth. Pursue employees development.",4,1gi31b81si47n801,en,Customer Service Representative,Michigan,,,https://indeed.com/cmp/Booking.com/reviews/pleasant-working-environment?id=2a5af2ec3d837036,2022-11-17T00:00:00,Former Employee,4,4,4,5,4
It was a good job until management decided to lower the quality ,"My 4 year experience can be divided into two period. I joined Booking.com sharing their values and mission and providing a quality service. The working environment was stimulating and it was possible to grow in the company. All people that was working for years for the company left in the last 3 years, as the quality of the job decreased in favor of number of calls taken (many ""cases"" were completely   mishandled by 3-4 agents at least, and to low quality/approximative job requested make them increased). Booking.com also sold all their call centers to external companies and except for Amsterdam doesn't manage directly the customer service department anymore. ",4,1ghvngdopkji3800,en,Customer Service Guest Specialist,TOURCOING,,,https://indeed.com/cmp/Booking.com/reviews/it-was-a-good-job-until-management-decided-to-lower-the-quality?id=922db66552e5e1ad,2022-11-16T00:00:00,Former Employee,0,0,0,0,0
Job was great now is unbearable ,"This company was amazing when i first started, but since they transferred thousands of agents to a new contract company, it was been horrible. The treatment of their workers are horid and terrible",2,1ghuuso47gfrg800,en,Customer Service Representative,"Wyoming, MI",,,https://indeed.com/cmp/Booking.com/reviews/job-was-great-now-is-unbearable?id=80faaf98e58be1aa,2022-11-15T00:00:00,Current Employee,0,0,0,0,0
Good environment ,I have worked for Booking.com for almost 4 years and although we only have a month left with the company I absolutely loved working for them! They care about their people,5,1ghcirunp21v8001,en,Team Leader,"Orlando, FL",,,https://indeed.com/cmp/Booking.com/reviews/good-environment?id=d2517353ba80f1a5,2022-11-08T00:00:00,Current Employee,0,0,0,0,0
Good company with international employees ,"This is a company which brings people from outside of Netherlands to the country with everything done. That is such a fantastic thing about Booking. Interview feedbacks are very good, care for employees (in the Netherlands) is good also due to workers council. ",4,1ghc3kkkjkjaq800,en,Ops Manager,Amsterdam ,,,https://indeed.com/cmp/Booking.com/reviews/good-company-with-international-employees?id=bca0ae7edb80cf48,2022-11-08T00:00:00,Current Employee,4,3,3,3,4
Good pay and benefits,"Great company overall they care about their employees
Awesome coworkers and managers, very diverse too
Everyone helps out and answers questions
Tons of group activities and team meetings
Cool merch that you get pretty often 
Fun team outings and volunteer work 

But the work is super fast paced and stressful",4,1gh28f3tlghru800,en,Customer Service Representative,"Orlando, FL",,,https://indeed.com/cmp/Booking.com/reviews/good-pay-and-benefits?id=6919c7ca44f6e846,2022-11-04T00:00:00,Former Employee,5,5,3,4,5
5 stars,"What is the best part of working at the company?
Fast technical support. Friendly staff.

What is the most stressful part about working at the company?
There is nothing stressful in the company

What is the work environment and culture like at the company?
The company has a multicultural friendly environment.

What is a typical day like for you at the company?
I am an affiliate travel partner and work remotely",5,1ggidq0irk24s800,en,MS SQL Server Developer,"New York, NY",,,https://indeed.com/cmp/Booking.com/reviews/5-stars?id=0a1b1fedbe1fb06e,2022-10-29T00:00:00,Former Employee,0,0,0,0,0
Very stressful job,"Booking is a great place for learning and development. The job as a customer service is very stressful due to the company policies. A lot of inside changes happen and the agents are not always updated about them, however they aspect you to know. The salary is not great for all that stress. ",3,1ggc7oi6bjk9h800,en,Customer/Sales Advisor,Manchester,"Shift patterns disorganised, very stressful job, bad internal communication, favouritism.","Great personal development, free coffee, tea and fruits",https://indeed.com/cmp/Booking.com/reviews/very-stressful-job?id=0d497bff705c9c1c,2022-10-27T00:00:00,Former Employee,5,3,3,3,5
2 stars,"What is the best part of working at the company?
The giveaways every season. 

What is the most stressful part about working at the company?
Meeting the number of calls. The speed of calls. Don’t have time to relax when you have to answer another call. 

What is the work environment and culture like at the company?
Didn’t see one as you work on your own there’s no time to interact with others. 

What is a typical day like for you at the company?
Answering calls and emails non stop.",2,1gfvqs86cii2h802,en,Executive Customer Serviceadz,"Kentwood, MI",,,https://indeed.com/cmp/Booking.com/reviews/2-stars?id=00a03c176c256cb3,2022-10-22T00:00:00,Former Employee,0,0,0,0,0
Cool perks but unrealistic metrics,"The metrics get worse w/ time..as the ""finish line"" kept being pushed back. Nothing really ever seemed good enough....but the perks were pretty cool (company gear), potlucks, meeting cool coworkers etc.",3,1gfuv808qmjh3802,en,Reservation Agent,Florida,,,https://indeed.com/cmp/Booking.com/reviews/cool-perks-but-unrealistic-metrics?id=885ddaf927475cf3,2022-10-21T00:00:00,Former Employee,3,3,2,1,3
Good for starting career,"Good team, nice team members, supporting team leader, can be stressful and not good work and life balance due to shift hours which make it hard if you have a family",3,1gftu7spvj4op801,en,Customer Service Representative,Remote,,,https://indeed.com/cmp/Booking.com/reviews/good-for-starting-career?id=b85a748c8dac6e9b,2022-10-21T00:00:00,Former Employee,0,0,0,0,0
Productive and fun workplace ,Productive and fun workplace multi cultural.opportunities..respectful .. progress.. friendly. Alway right way . Succeed together . always honest with customers  ,5,1gf3s1hv2jl0n801,en,Sales Outbound ,Manchester,,,https://indeed.com/cmp/Booking.com/reviews/productive-and-fun-workplace?id=4068ef5f5c229924,2022-10-11T00:00:00,Former Employee,5,5,5,5,5
"At the end of the day, you are just a number to them","The company culture would have you believe that everyone is valued and that you're a ""family"" and all that. Right up until they outsource 2000+ customer service jobs. It was a ""great new opportunity"" for CS workers.",3,1gf1afen3i7nu801,en,Senior Customer Service Representative,"Grand Rapids, MI",Company cares about profit and conversion more than people.,Frequent employee events/catered food. Good benefits.,https://indeed.com/cmp/Booking.com/reviews/at-the-end-of-the-day-you-are-just-a-number-to-them?id=9843bc24bf518497,2022-10-10T00:00:00,Former Employee,3,5,2,3,1
Productive and fun workplace ,This is the company most respectful for their agents from any background or religion. And you can progress  can’t find better I’m going back to booking.com ,5,1gf1446isi80g800,en,"Account Executive, Transport Business Unit Booking.com  middle east",Manchester,,,https://indeed.com/cmp/Booking.com/reviews/productive-and-fun-workplace?id=7223fc993ce660af,2022-10-10T00:00:00,Former Employee,5,5,5,5,5
Fijne werkplek,Fijne werkplek met 1 van de beste arbeidsvoorwaarden voor klantenservice. ,5,1gekbsbl0i80g800,nl,Customer service specialist,Amsterdam,,,https://indeed.com/cmp/Booking.com/reviews/fijne-werkplek?id=5e73c9e571e9dbd0,2022-10-05T00:00:00,Former Employee,4,4,4,3,3
Onpersoonlijk en onbetrouwbaar bedrijf,"In de drukke periodes wordt iedereen aangenomen, om ze vervolgens allemaal weer te dumpen zodra het rustiger is. 1 voor 1 wordt iedereen eruit gegooid, zonder waarschuwing vooraf en zonder ruimte voor een gesprek. ",1,1ge5tpqh8icba800,nl,Customer Service Medewerker,Amsterdam,,,https://indeed.com/cmp/Booking.com/reviews/onpersoonlijk-en-onbetrouwbaar-bedrijf?id=703515f43665528d,2022-09-29T00:00:00,Former Employee,3,1,1,1,1
Productive and fun workplace,Great place to work. Lots put in place to keep employees comfortable! There was lot's of support given and the office was nice. The hardest part was dealing with difficult customers. I loved the people and environment.,4,1ge257ecumb24800,en,Guest Support Specialist,"Toronto, ON",,,https://indeed.com/cmp/Booking.com/reviews/productive-and-fun-workplace?id=ebad0a585aeac5a0,2022-09-28T00:00:00,Former Employee,3,4,3,4,5
horrible,Thousands of customers complaints and little staff to manage them. 12 colleagues left in the first 3 months. Bad company to work for. Nice managers though.,1,1gdjaf6hricba802,en,Customer Service Advisor,Manchester,,,https://indeed.com/cmp/Booking.com/reviews/horrible?id=56add6e082e2b858,2022-09-22T00:00:00,Former Employee,1,1,1,1,1
Travail agréable ,Travail agréable mais beaucoup de contraintes les clients appel pour des code porte après leur expliquer si sa leur convient pas il mètre de très movaise notre sur le cite et sa me met mal à l'aise dans mon travail vraiment déçu de pas être reconnu à sa juste valeur,3,1gde89abbmnbq800,fr,Femme de ménage,Saint-Quentin (02),,,https://indeed.com/cmp/Booking.com/reviews/travail-agr%C3%A9able?id=f1180fd52fd0a0ef,2022-09-20T00:00:00,Former Employee,3,1,3,5,3
Great company ,"Great company, great compensations, great management. One of the best Company i work with would of course reccoment to anyone but unfortunately since couple of months ago they sold the customer service to majorel and things have started to go downfall ",5,1gd345lgvmb24800,en,Booking Agent,"Barcelona, Barcelona provincia",,,https://indeed.com/cmp/Booking.com/reviews/great-company?id=8fd2467cb7ef7911,2022-09-16T00:00:00,Former Employee,5,5,5,5,5
Environment de travail pas positive ,They don’t have a culture of management or respect for the employe,1,1gbvts2jtj3vv800,en,Computer Support Specialist,"Montréal, QC","Salary, opportunity of advance, Management",None,https://indeed.com/cmp/Booking.com/reviews/environment-de-travail-pas-positive?id=54dbb43d3c8c321d,2022-09-02T00:00:00,Former Employee,1,1,1,1,1
Service clients ,"Management très oppressif.

L’ambiance entre collègues est sympa.",3,1gbb2q32sjkbi800,fr,Customer Service Partner Specialist,Tourcoing (59),,,https://indeed.com/cmp/Booking.com/reviews/service-clients?id=ef84dbb7f3c8665a,2022-08-25T00:00:00,Current Employee,3,5,2,2,3
Start running and don't look back. ,"Don't recommend it at all!!

Supposedly friendly and family environment. Not by a long shot!! Once you leave training and go into production, they start chasing you around with numbers, KPIs and metrics from the first week.
 They even break down and calculate the seconds at your disposal in order to perform various tasks. 
They are literally breathing down your neck. The managers do meetings to let you know about what they cannot do for you, and not what they can. 
The worst working experience ever. I wouldn't try it again even if I was starving!!",2,1gatpv0cm2gn1002,en,Customer Service Agent - Call Center,Remote,,,https://indeed.com/cmp/Booking.com/reviews/start-running-and-don-t-look-back?id=72982601b55c989c,2022-08-20T00:00:00,Former Employee,3,1,1,2,3
Not a bad for a start position,"Not a bad company to work for.
However, the way they made all of us redundant in 2020 - wasn't the best experience ever.
Management could be a bit more caring sometimes as well, and less micro-management.",3,1garg0vv92fee002,en,Partner Support Specialist – English & Russian,London,,,https://indeed.com/cmp/Booking.com/reviews/not-a-bad-for-a-start-position?id=48fb885cc548291b,2022-08-19T00:00:00,Former Employee,3,3,1,3,4
Interesting and captivating benefits and work environment,"I cannot put this company at fault in many aspects, it did offer me the best benefits packages you can think of - really. The job itself as I had to deal with customers, that was the hardest bit of the job, however, I’ve learned so much from it, life skills really. Opened my mind to what’s like to interact with other people from all over the globe 🌍 the work environment was just fantastic really, had two teams and the people were fairly educated, you could engage with them without much worries. I really miss that.",4,1gajbq4qrk9af800,en,Customer Service Specialist,Cambridge,,,https://indeed.com/cmp/Booking.com/reviews/interesting-and-captivating-benefits-and-work-environment?id=08c51e0537fcad33,2022-08-16T00:00:00,Former Employee,4,5,4,4,5
High stress low pay,"High stress job, back to back non stop calls. the pay does not match the work that you do. number driven and sense of being under valued
work life balance is horrible. coworkers are great",1,1ga4kf5fik6f6802,en,CS Senior Guest Specialist,"Grand Rapids, MI",,,https://indeed.com/cmp/Booking.com/reviews/high-stress-low-pay?id=75eb9c96ff4b80a8,2022-08-10T00:00:00,Current Employee,2,1,2,3,1
Great place to work,"Booking.com is a great place to work! I received several free trips to Amsterdam, and it is very easy to take time off work. I currently have 23 days of pto after working here 8 years. I love the diverse culture. ",4,1ga050cs6kblr800,en,Customer Service Specialist,"Grand Rapids, MI",Only 10 minutes of personal time a day for 8 and 10 hour shifts,"Free trips to Amsterdam, good benefits, great working from home",https://indeed.com/cmp/Booking.com/reviews/great-place-to-work?id=d781f091bc5510eb,2022-08-08T00:00:00,Former Employee,4,4,3,4,4
Toxic positivity ,"Having worked for this company for several years, I found the culture of my office and several others to be full of toxic positivity. Productivity and performance was enforced with fear of termination. ",3,1g9ki01i2i14l802,en,Customer Service Partner Specialist,"Grand Rapids, MI",,,https://indeed.com/cmp/Booking.com/reviews/toxic-positivity?id=d582cd1361344132,2022-08-04T00:00:00,Former Employee,3,5,1,3,3
Fun and inclusive ,I actually love the job but they are doing away with CS. Wish we could stay. I learned a lot about management and people managing from this job. Hopeful go find something similar ,4,1g97ul676grhi800,en,Team Leader,"Orlando, FL",,,https://indeed.com/cmp/Booking.com/reviews/fun-and-inclusive?id=3b692018916720ac,2022-07-30T00:00:00,Current Employee,0,0,0,0,0
Fun relaxed work environment,A great work environment with fun people. Some of the culture changed since covid and having to let a lot of people go as well as less opportunity to travel but seems to be ramping back up now. A lot of on site learning and trainings.,4,1g8uv6pdfh5gj800,en,Account Manager,"Amsterdam, NY",,,https://indeed.com/cmp/Booking.com/reviews/fun-relaxed-work-environment?id=988def77f8f6d0e6,2022-07-26T00:00:00,Former Employee,4,3,4,3,3
Learning and working and learning,Innovative company and the company is innovative and Ok workplace and and OK workculture and OK is everything and Ok is management and not all is OK thanks ,3,1g8nhvkioirqk802,en,Client Operations Services Representative,"Vancouver, BC",,,https://indeed.com/cmp/Booking.com/reviews/learning-and-working-and-learning?id=ed9251c56d201e06,2022-07-24T00:00:00,Current Employee,2,1,1,2,1
The best company ever,"Non potevo chiedere di meglio. Ambiente positivo, stimolante, si lavora in serenità e in collaborazione con tutto lo Staff. 
Lo staff è molto attento al rispetto e alle esigenze di ogni collaboratore, anche tramite formazione continua. Team work, in caso di bisogno c’è sempre qualcuno leader o no, pronto ad aiutarti. I loved it!
",5,1g86lniecg82d800,it,Customer Service Guest Specialist,Londra UK,,,https://indeed.com/cmp/Booking.com/reviews/the-best-company-ever?id=f43701555e54ac68,2022-07-17T00:00:00,Former Employee,5,5,4,5,5
Great Benefits ,They had great benefits and good pay. I ended up leaving the company because 2 years in they changed the way they managed. It got a bit too stressful for me. ,3,1g841pjgi23jb000,en,Customer Service Representative,"Grand Rapids, MI",,,https://indeed.com/cmp/Booking.com/reviews/great-benefits?id=469e551b9cadbb62,2022-07-16T00:00:00,Former Employee,0,0,0,0,0
"Poor training, worse management and no support","Was mislead into thinking the job had anything to do with hotel or travel, when in fact I was interviewing for a car rental service under booking, information I did not receive until my final interview. Training was okay.  
A typical day at work includes IT issues that will not be solved for months, taking phone calls from incredibly angry customers, and receiving no help from anyone. My line manager left for holiday the second I completed training and started the job and so I was left to fend for myself with little to no support. Calling others for help is met with snarky comments about ""you should have learnt this during training"" which I probably would have had it not been for the fact that the last week of training was so plagued by IT issues I got no practical on the job training whatsoever. 

Most enjoyable part of the job is nice colleagues and trainers you meet during the first five weeks. Pay is reasonable. ",2,1g80ki1gig82d800,en,Customer Service Advisor,United Kingdom,,,https://indeed.com/cmp/Booking.com/reviews/poor-training-worse-management-and-no-support?id=c07d6ad712e5646d,2022-07-15T00:00:00,Former Employee,3,3,2,1,2
"multicultural, nice people working there","overall, the company is treating its employees fairly. you see different cultures and meet people who speak different languages, which is the best part of working there. ",4,1g7qijh6ais9u802,en,Bilingual Customer Service Agent,"Bellevue, WA",,,https://indeed.com/cmp/Booking.com/reviews/multicultural-nice-people-working-there?id=34cdfbf5290e5830,2022-07-12T00:00:00,Former Employee,4,5,4,3,4
C'était une bonne entreprise jusqu'à ce qu'ils nous vendent à une entreprise externe,"Du jour au lendemain nous avons reçu un email de la direction de Booking pour confirmer que 6000 employés seraient transférés dans une entreprise externe et qui a mauvaise réputation ( majorel)

Nous n'avons pas notre mot à dire et et accepter ce transfert, auquel cas aucune aide financière ni allocation chômage possible.

Tout allait et la décision prise a été soudaine et un choc pour le salariés",1,1g7khgb8asu3i800,fr,Customer Service Representative,Tourcoing (59),Pas de sécurité d'emploi promesses non tenues,,https://indeed.com/cmp/Booking.com/reviews/c-%C3%A9tait-une-bonne-entreprise-jusqu-%C3%A0-ce-qu-ils-nous-vendent-%C3%A0-une-entreprise-externe?id=60849d7d3507f588,2022-07-10T00:00:00,Current Employee,3,3,1,1,1
Good place to work,"Like the colleagues I made 
Fun place to work  
long hour on the phone 
long hours seating 
now you can work from home 
good Environment 
good pay but sometimes very stressful ",4,1g7gi8j4di39t802,en,Customer Service Representative,"Orlando, FL",long hours on the phone,stressful,https://indeed.com/cmp/Booking.com/reviews/good-place-to-work?id=d6f458d9bcb0eede,2022-07-08T00:00:00,Former Employee,4,4,4,3,4
Experience will depend entirely on your manager,There was a lot of freedom to be yourself when speaking with customers and to find an approach that works for you. They monitor KPIs closely but targets a fair. Some managers will focus on the volume of calls fielded rather than actual resolution of issues or quality of service. There can be a lot of pressure to do more or to do just enough. Some managers will take the time to show their appreciation but others may never mention it.,4,1g7cosr292pve001,en,Customer Service Team Leader,"Toronto, ON",Quantity valued over quality,Lots of paid overtime available in peak seasons,https://indeed.com/cmp/Booking.com/reviews/experience-will-depend-entirely-on-your-manager?id=b2ac4ef134f8fe37,2022-07-07T00:00:00,Former Employee,4,4,2,3,4
Diverse,Lots of workers from different backgrounds both professional and ethnic. There are many employees but they are all easily accessible and the managers had an open door policy.,4,1g700l8nvj3vt801,en,French & Spanish Travel Agent,"Montréal, QC",,,https://indeed.com/cmp/Booking.com/reviews/diverse?id=5b2d34bad3efb366,2022-07-02T00:00:00,Former Employee,3,4,3,4,4
Good company culture,Booking has a good company culture. Good compensation and benefit. Leader is inspiring and give constructive advices and guide employers on how to achieve your their goals.,5,1g6qf047ii43q802,en,Outbound Sales,"Vietnam, PR",,,https://indeed.com/cmp/Booking.com/reviews/good-company-culture?id=d348d39e60c2292e,2022-06-30T00:00:00,Former Employee,0,4,4,4,4
Decent,"Would rate this job 10/10 but the management and HR team let's it down. 

I had a great team, and the benefits were great too. I made friends for life at this place. ",4,1g6o4f9jmjv5h802,en,Customer Service Sales Advisor,Manchester,Management suck,"My team, pay, benefits",https://indeed.com/cmp/Booking.com/reviews/decent?id=5e9070d63e562539,2022-06-29T00:00:00,Former Employee,4,5,5,3,4
Alright,"Exactly that, good entry role, little advancement but fundamentally alright. Fast turn over, easy to learn the ropes but repetitive. That said fairly transparent and very useful as a learning experience.",4,1g6me0fgqj9io802,en,Customer Service Advisor,Manchester,Bad hours,Good for learning the ropes of work,https://indeed.com/cmp/Booking.com/reviews/alright?id=68ceed65be10933a,2022-06-28T00:00:00,Former Employee,3,3,3,4,3
Customer service ,"It was stressful job, they required to answer calls and emails as faster as we could. Working weekends and until 10 pm. If you do not solve and end the customer call in a few minutes your TL may talk to you",3,1g5kvbnqqltcr800,en,Customer Service Representative,"Seattle, WA",,,https://indeed.com/cmp/Booking.com/reviews/customer-service?id=6526469413550082,2022-06-15T00:00:00,Former Employee,4,3,5,3,4
"Good energy, better snacks",Worked at booking.com for a couple years. There are caps on moving up. They offer lots of learnings to help you learn new skills. Pay is alright. Good job if you like snacks and free coffee. ,4,1g5ic2te9kmej802,en,Credit Controller,Seattle,,,https://indeed.com/cmp/Booking.com/reviews/good-energy-better-snacks?id=e2a4b87a6cc47533,2022-06-14T00:00:00,Former Employee,4,3,3,4,5
Fun workplace ,While I worked there I felt appreciated by my team but management was horrible. Many of my coworkers felt that management was rude and lacked empathy. They were also super focused on customer ratings.,4,1g5b99ic738qe002,en,Customer Service Guest Specialist,"Grand Rapids, MI",,,https://indeed.com/cmp/Booking.com/reviews/fun-workplace?id=6b682b431e1bcc62,2022-06-12T00:00:00,Former Employee,5,3,4,2,4
Great ,"Very good place to work and learn about the industry,would recommend to people wanting to work in.    This sector                                      ",5,1g56l9bnut3cg802,en,CUSTOMER SERVICE SPECIALIST,"London, Greater London",,,https://indeed.com/cmp/Booking.com/reviews/great?id=46547c3efb5fb2ea,2022-06-10T00:00:00,Current Employee,0,0,0,0,0
"really good team leaders, hard to get days off","I had 5 team leaders in 2 1/2 years, but they all have been great and very supportive.

The pay is bad and the work very stressful. I was normally more on email than on the phone.

You will have to book all your holidays early in the year. Very little flexibility in holiday planning

",4,1g54trsgak99d800,en,Guest Service Agent,Spain,,,https://indeed.com/cmp/Booking.com/reviews/really-good-team-leaders-hard-to-get-days-off?id=e325e3958129359a,2022-06-09T00:00:00,Former Employee,3,3,4,5,4
5 stars,"What is the best part of working at the company?
Fun company culture, work-life balance, and travels.

What is the most stressful part about working at the company?
Fast-paced environment, things happen quickly and continuously. Can become a bit stressful after a while if we are missing people on the team.",5,1g50l677nt4ul800,en,Performance Support Executive | Global Accounts,"New York, NY",,,https://indeed.com/cmp/Booking.com/reviews/5-stars?id=f6c28da56047fb47,2022-06-07T00:00:00,Former Employee,0,0,0,0,0
Si impara sempre qualcosa di nuovo,Il lavoro è svolto completamente da casa perciò è possibile organizzarsi al meglio. Il pagamento delle traduzioni svolte è puntualissimo. L'unica pecca è il nuovo sistema di assegnazione dei lavori: una corsa contro il tempo e contro i colleghi.,4,1g4esr3rllg9t801,it,Traduttrice freelance,Gemeente Amsterdam,,,https://indeed.com/cmp/Booking.com/reviews/si-impara-sempre-qualcosa-di-nuovo?id=f6330e9be6e0e9e9,2022-06-01T00:00:00,Current Employee,4,3,3,4,3
Executive Customer Representative ,"Awful management. 
They say they are open doors as long as you say nothing they don’t want to hear. 
They don’t follow ethical policies as they present in trainings. 
They promise too much and deliver almost nothing. They don’t give ANY credit to whom deserves it. 
Promotions only if you get personal friend with management. 

",1,1g3sm3i92t58o800,en,Executive Customer Service,"Seattle, WA",,,https://indeed.com/cmp/Booking.com/reviews/executive-customer-representative?id=edff97b4402ff23b,2022-05-24T00:00:00,Former Employee,1,1,1,1,1
Fun atmosphere ,Office doesn’t feel like an office. Everyone is a family. Atmosphere is energetic and it’s easy to be put in a great mood the second you walk in. Love it!,5,1g3rfemmajm5n802,en,Customer Service Executive,"Orlando, FL",Short breaks,Benefits,https://indeed.com/cmp/Booking.com/reviews/fun-atmosphere?id=aaa47a9c59d17986,2022-05-24T00:00:00,Former Employee,5,5,5,5,5
Top!,"Ambiente lavorativo perfetto, azienda stimolante e con enormi opportunità di crescita ",5,1g3r5i815i80k802,it,Innovation Lab Specialist,"Amsterdam, Paesi Bassi",,,https://indeed.com/cmp/Booking.com/reviews/top?id=66b1d28711f7db2c,2022-05-24T00:00:00,Current Employee,5,5,5,5,5
A company for young people,I worked for 2 departments in this company and concluded that this company is not for parents who have small children. Some managers believe small children can be left in a room alone and you will be blamed if you prioritise your family. Overall this company is good for young people who have no family to take care of. Of course it depends on the departments so I would recommend to check it when you have an interview.,2,1g3pc5fslicbp802,en,Customer Service,"Manchester, Greater Manchester",,,https://indeed.com/cmp/Booking.com/reviews/a-company-for-young-people?id=7fed1c98bc60b8dc,2022-05-23T00:00:00,Current Employee,2,3,2,1,1
Call center,"Great team building environment, lots of training, lots of pressure but if you like customer service you'll be OK as long as you don't take it personal because you'll be working with complaints most of the time ",3,1g3kosdi2i7ku802,en,Partner Support Specialist,"Orlando, FL",,,https://indeed.com/cmp/Booking.com/reviews/call-center?id=c6e449c7fc45c54b,2022-05-21T00:00:00,Former Employee,3,3,3,3,3
